text,class
ghadi ykon b7al karosa,morocco
"ma3arafch achmn taba9 ila l9iti lmktab dyalk, rak 3aref.",morocco
oh lalaa!,morocco
Maseeeeeet -______-,tunisia
bezzaaaf menha!,morocco
oh homa!,morocco
walakin ana makanbghich lbaSla,morocco
yalla8 rje3t mn 2almanya,morocco
maset ou tahhhhhhhhan ou kallllllllllllllllb,tunisia
wach momkin tghenni chi oghniyya?,morocco
had jjellaba jatk mDey9a,morocco
kat3jebni TTalyan,morocco
Waywaaa!!!!,tunisia
hir mab9itch kanstmte3 bl7wayj lli kan 3ziz 3lia ndirhoum,morocco
hada mochkil,morocco
chaf ghouroub chchams,morocco
wach n9der nw9ef?,morocco
kay3oum koul Sba7,morocco
Faza Hayla,tunisia
kol mo3alim kaytkhaSSaS f maadda,morocco
an9tara7 bach itlb8om mn walidih,morocco
"wakha ana kan7adrak, ana rah machi moghani wa3r",morocco
Te3jebni y'a lotfi Ali 9al 3lik klem rahou hasdek,tunisia
kay3ajboni lfkarn bzaf,morocco
Bravo (y),tunisia
ana mghribi,morocco
Bravo mokded,tunisia
jozef dh bj khouya jozef,tunisia
lmout dyal SSe8d,morocco
Pffff win talkaw fihom harhout,tunisia
yalah rja3t mn l3otla dyali,morocco
mcha l marchi dyal lbal,morocco
machi m39oul!,morocco
iwa achno bghitini njib lik?,morocco
"Ah, mab9inach djajat mn b3d",morocco
achnahowa Taba9 lmofaDal 3ndk?,morocco
Ayeh.,morocco
3awed 3eyyeT liyya,morocco
lmontakhab la3eb daba,morocco
fi8 l3Tech,morocco
iddi kat3Tini Sda3,morocco
A7la comedy fi touns,tunisia
Masta mafamech kifha hasba rou7ha franc wenos whiya matjich Chay,tunisia
"wayeh, rah knt tanfkker fl boutoun dyal lalarm.",morocco
katsta8el,morocco
Tfouh 3likom w 3ala 9anét el3oher w nadhèla mta3kom,tunisia
kayTll3oha 3lih,morocco
"bl3aks, yalah da9t ghir daba l9ahwa dyalk lbayda.",morocco
walakin ghadi nakhod 9ahwa blastha,morocco
nta rah bSSa7 khssk tbrrd chwia!,morocco
maghadich tbrzT?,morocco
la7as,tunisia
g3adeto ken tafeth7o ferwa7kom sami lfahri ftha7kom 3asba likom kol,tunisia
3endi l8alat ssawda2,morocco
Pff,tunisia
"Tab3an, ghadi njib lbira",morocco
lwifi t9il,morocco
zzbib o mchmach yabss homa a3azz haja 3ndi,morocco
kayna ri7t ddjaj m9li,morocco
kol chay mrakeb t7essou kn bel7a9 mat7ebech tjaweb milouwel to5roj,tunisia
bravo bacher ema 7a9k matjawebch johel,tunisia
chkon hadik?,morocco
nakhdo mital,morocco
bch7al katTle3 fnnhar,morocco
"flowl makentch baghi nkhrj men dari l9dima o nji lhna, walakin welleft daba.",morocco
Rak masit lasit,tunisia
kindir ndouz l chari3 Mohamed lkhamis,morocco
"hada 7lo, walakin kanfaDal l9ahwa",morocco
Nari 3likom,tunisia
Ana n7ebha,tunisia
makanDench,morocco
"moraha, knt 3aych f Zagora sinin hadi.",morocco
belle vidéo,tunisia
Nmout 3lihhh,tunisia
kaykhaf mn DDlam,morocco
"ayeh, walakin ma3mrni tsow9t.",morocco
soutek behi,tunisia
"ah, bSSe7 anna SSogan tlpikala khaTir flmdina!",morocco
masa2 lkhir a Sa7bi,morocco
"La, lil asaf",morocco
"modda hadi madrbna TTri9, kan7ess b7al ala toDDrna",morocco
kat9Sed ch7al l3dad dyal Dyafin?,morocco
Ma5yebhom,tunisia
Driss o Fatima mabghawch lmonaDa,morocco
"jari Hamza kayakl ghir zlayf dyal soba, hadchi s7i7.",morocco
dok jjoj soyya7 ngalza?,morocco
o 7ta snan l2istina3iya,morocco
97bet touns mariem dabegh,tunisia
khizo i9dr ighra9 9bal mayoSlo yakloh!,morocco
makantwe99e3ch yreb7ou,morocco
3aDim!,morocco
3afak 7sb lia hadchi,morocco
3ndo jjeb8a 3riDa,morocco
kolchi ghaydoz mezyan,morocco
Dreb tSawer.,morocco
nta keddab,morocco
ghir had 2alam Sghira,morocco
Braoooooooo sami a7la jaw,tunisia
wach n9edrou ntla9aw jjm3a jjayya?,morocco
kaddowez nhar kaml fdar galss tatchmch f jarda.,morocco
fin kheddam?,morocco
m3a sokar walakin a7san haja ghatkon hia caiprinha!,morocco
kent mchghoul,morocco
"a8yawina, yallaho nmchiw onl3bo lvolley?",morocco
Layesser.,morocco
"mohim, kan7as b7ala kayn chi barra f sansour",morocco
wach tafe9na?,morocco
iwa Safi,morocco
mala jboura fa lbled l3ib mechou fik   pfffffffffffffff,tunisia
dakchi 3lach kat7reg!,morocco
TTwal b Tabi3t l7al,morocco
walakin wakha,morocco
ghadi nrja3,morocco
7chahalik barra ichki,tunisia
omn b3d imkn lik tjib dessert!,morocco
"tana mstressi, frask wa7d tiyara ta7t lbar7 f Texas?",morocco
kent kantsa2el,morocco
o ila kan ljow mzyan n9dro n7taflo f jarda.,morocco
"mr7ba, sa3a sa3ida mlli chfnak, rak 3arf.",morocco
Mamsteeeeeeeeeeeeek,tunisia
chokran a lalla,morocco
Bravou 5adija m3alma wbint m3alem walah,tunisia
8owwa 7emmer lkhobz,morocco
ntmenna y3jbek l3aSir dial limoun o tmchi tchouf lm3riD lfenni.,morocco
ymken ncheddo kika!,morocco
hmdddd lkiiitha,tunisia
wach imkan lik tji mn 15h bach t3awni ngaddo!,morocco
rri7la tlghat,morocco
dir fbalk bli whiskey mazyan ltawttor 7ta hwa.,morocco
ana n9i,morocco
7al9a 7lowa bravo amin et tous les invités surtt ja3fer <3,tunisia
"bsa7, sir tkhdam",morocco
Raw 5ra 5ra w amsat menou maritech,tunisia
mal9itch t9achri,morocco
LM3alem,tunisia
hia dima tma,morocco
asma ait mihoub hhh,tunisia
"sme7 lia ma7amelch nriyeb l7efla, walakin rani 3iyan dial beSSa7.",morocco
hadchi mohimm.,morocco
rah s3iba walakin rah sm3ti l ga3 t3limat dial aTTa9am idan rak derti ga3 dakchi li f sTiTa3tek.,morocco
Bravo samu,tunisia
ymkan simana jaya,morocco
"Sra7a, stikhdam touma makaynsbch chi 7ed b7ali!",morocco
malek makat8Derch?,morocco
"kif 9tara7ti, ta9dar ra7a lchi yamat t3awnak t9ad n3ask",morocco
lyoma ghatwerrini kifach maddir tta haja mnghir annak tgles 7da la piscine nnhar kaml,morocco
fin khserti SSalir dyalk?,morocco
Mas9atha,tunisia
Ent bel7a9 ma7lek,tunisia
"ewa, wach n7allo had 9ar3a dyal chrab?",morocco
ana kant3ellem lfronSi,morocco
3la 7sab maf8mt,morocco
achban lik anaka tatkhala 3la l3awd dyalk lfikri otarja3 l 7a9i9a wahd chwiya,morocco
ach kadir 3adatan f l3otla?,morocco
o men fog hadchi kan kay7sab lia wach katbghini f ssir...,morocco
7sn lia manfkkerch fiha,morocco
7wayjkom kollhom 8na,morocco
wach skhoun l7al?,morocco
n9dro ndiro b7al chakhsyat James Bond awla l9arasina.,morocco
dyalmn had ddar?,morocco
kaykhali liya ri7a khayba,morocco
ghir bda tatgadd lkhDra t had llila,morocco
"fih GPS, makay7tajch conneksion.",morocco
ma9adrch nti9 fi8,morocco
kay3ni annaha tSn3at mzyan.,morocco
"tSennet, katsm3 had Sda3?",morocco
ma3mer lwe9t mayfout,morocco
M3allem walid,tunisia
kantmnna ghdda ykoun mchemmech,morocco
ti 3assba lik hhhhhhhhhhhh,tunisia
7ett yeddi8 3la jbe8tou,morocco
Madhroub fi rouhou barrrchaaaa,tunisia
hahia Amina.,morocco
3la Trf wa7d mn lkhobz,morocco
"wayeh, mzyan tdir chi haja mn ghir lfraja t tlfaza",morocco
Brabi wa9tach y3awdouh,tunisia
machi nfs lhaja.,morocco
ssimana li fatet,morocco
commenter laabed lotef mentailty 0,tunisia
WA7DEK SAMI,tunisia
"ah, lbaTT l3odwani aktar kayakhod khobz kter",morocco
bravo walid 3jebtni,tunisia
wach kaDen hadchi bessa7?,morocco
chi blaSa mafihach Sda3 bzaf,morocco
klemha 3la pika majebnich pika est trÃ¨s spontanÃ©e w todkhel lel 9alb elle avance petit Ã  petit et son style est unique,tunisia
had lmdina kbira,morocco
mech o joj babbaghawat.,morocco
wach 3arf m3amn kat8Dar?,morocco
drt wahd zzBla,morocco
chre7t lik,morocco
makanakolch ll7em,morocco
mouche 5aybaaa behiiya,tunisia
walakin 3ndk zzher gddit nSawb ttamarin dyali lkhmis lli fat,morocco
howwa 9Sir 3liyya,morocco
fin saken?,morocco
l7ayawanat l2alifa kat3ich m3a l2insan,morocco
"l7awd dyal l7out zwin, maymkanch liya nchof chrajam",morocco
ttelfaza khasra,morocco
dakchi 3lach ma7rajnich dakchi bzaf,morocco
olah ma3reft 3lach drtha.,morocco
lmakla reTba,morocco
ana ba9i mriD,morocco
wach 3rafti mnimta onta kat7s bhad lmakhawif?,morocco
Tab3an!,morocco
maset wala momken 5ater ena nakrho elmoufid  klem nes deja programme intitule! fel7in ken fi t9ach9ich la7nek!,tunisia
Massottttttt,tunisia
"ah, hanya",morocco
khasni nakhod liha tswira,morocco
Chib w l 3ib,tunisia
fin howwa ktabi?,morocco
sir nta lowwel!,morocco
lli ban lik.,morocco
"mnin kayskr bnadm, maghay8tmch b snani",morocco
chkon sift had rrisala?,morocco
3jbk l7al 8na?,morocco
fin n9dr nkri chi Tomobil?,morocco
ghanmchi njibhoum lik,morocco
t9der tjbed chi wahd kat3arfo?,morocco
khdit l2aghliabia dyalhom,morocco
achno ghadi ddir had llila?,morocco
Mala kalb !!!,tunisia
kon 3la bal,morocco
"chi ch8oura hado, b3d lmrrat kan7ess b7al ala kansme3 chi Sout kayhder fost rasi",morocco
Safi.,morocco
t7ewwel l 2oroppa,morocco
"ayy 7aja m3a lma skhoun, wakha ana machi mn nnas dyal na3na3",morocco
Tfooh,tunisia
ma3mmro dwa bl3rbia,morocco
khaSSo ywSel m3a l khmsa,morocco
t3ellem wSfa jdida,morocco
"f aswa2 l2a7wal, ghadi i8bTo",morocco
chokran!,morocco
ayeh ghadi ndiro dakchi,morocco
"kaygolo Tayaran howa aktar was2il na9l li 2amina, kif kat3arfo",morocco
yezzii 3lhh t3ayer fl 3bedd ye5yyy,tunisia
ahmed sa tour meskine faktlou blastou,tunisia
pparfan zwin,morocco
ja3four rabi ykather menek enes rak 3sal :),tunisia
"machi nta, ana likankhaf Tayaran, wakha?",morocco
baba metweffa,morocco
Heyla (y),tunisia
wach 3ndk reseau f tilifounk?,morocco
s7ab zwin walakin 7na lfoug bezzaf!,morocco
"ayah, dakchi bdabt lli kayn!",morocco
skout,morocco
"blmonasaba, ana ga3 makan3ref njbed l9iwa ssi7ria dyalha",morocco
3andi maykfi mn lwa9t bach nakhtar oghniya dyali,morocco
konty dweeya,tunisia
wach kay3jbok nnas li khddamin m3ak?,morocco
bjouj bihom,morocco
tab3an,morocco
wach w93at lik chi haja fchkel mo2kharan?,morocco
ssebt mzyan,morocco
nchoufo ila trat chi 7aja b zerba,morocco
wsa5,tunisia
achmn dawla fach stamta3ti ktr?,morocco
mnin ntoma?,morocco
ra2i3.,morocco
8rresto,morocco
Mamsathaaaaaaa -_-,tunisia
bch7al?,morocco
wach wakha tkhelli lkhdma flkhdma?,morocco
tilifoni makaychddch rrizo mzian,morocco
cheft sbe3,morocco
5ouya rabi m3ak wasel w nchala rabi m3ak,tunisia
"smiyto Fetna, 9iSa Twila",morocco
ana ntkllf blmaT3am o t3ayat 3la S7ab,morocco
ala kan hadchi lli kat9Sed,morocco
ch7al darajat l7arara?,morocco
MASAT..,tunisia
tnafas mazyan o ghadi twlli bikhir,morocco
nta bsse7 mab9itich katsma3 lia b7al kima kan,morocco
Chile 7ta hia blad zwina,morocco
ba9lewa,tunisia
ghadi nsa7ab!,morocco
M3alemmm,tunisia
makntch bghit nmot hna,morocco
khouya SSghir kay9ra,morocco
Bravo walid yonser dinek,tunisia
chkouni hal khnena,tunisia
Euuff wahda la3weka tkaser lekrayem,tunisia
3afak blach.,morocco
kalit 3 dyal dafadi3 ojouj brbbouchat,morocco
hhhhhhhhhh mabeldou lebsal :D,tunisia
kat3Ti mno ri7a khayba f ga3 Tayara,morocco
fin khddam nta?,morocco
wach ghatSoum?,morocco
ma3ada ila guelna lihom yjibo chwia m3ahom.,morocco
kandan law9of ghadi ykon 7san lia,morocco
"kay3jbni bzaf l banjo, dakchi 3lach ghatkon za8ia!",morocco
wach kan dakchi khayb bSSe7?,morocco
"awdi, makhasnich ntmnna hadchi",morocco
ana mriDa,morocco
kol sebt f ssba7,morocco
kankre8 l garrou,morocco
Masta lasta elle sait pas jouer son rôle ...,tunisia
fat l7al,morocco
"o ila 3mmr jawk chi afkar, matrdadch tsoni 3lia mra khra",morocco
ghadi ndower lmdrasa o ngolihom rah ghadi nt3Tl chwiya,morocco
mrra mrra.,morocco
8ad chchorTat mzeyrin 3liya bzzaf,morocco
walakin t9dar t8dar m3aya 3la 7aja khra,morocco
b7al kima dart mamak mli chrat awal law7a dyalk,morocco
ina mdina?,morocco
kanDn bli nta 3odwani bzaf.,morocco
kant lmochkila ra2issiya hiya mal9itch chi blasa fin nakol,morocco
kanDn chi kwiyes t atay ghadi ychaja3ni,morocco
kanbghi nTeyyB,morocco
jre7t rkbti b wa7d l3rch o 9mecht rassi tahowa,morocco
ila kano ghayjiw bTabi3t l7al,morocco
ach katgol?,morocco
ewa yallah,morocco
Oui heyla,tunisia
mekch rajil tejbed fil amwett fi chharr romdhan. na3llet allah alik..,tunisia
kankhaf mn lklab,morocco
Naf5a ro7ha,tunisia
3ndi nfs lmabadi2 b7al l9ism kaml,morocco
makanchrebch l7lib,morocco
3afak matnsach tn99i lblaSa mora matsali,morocco
Oh hadchi ghadi ikon ghzal.,morocco
Mabslek,tunisia
"walakin had llila, bta2kid",morocco
hhhh fech te7kou ya5i,tunisia
"kan 3ndi Rottweiler, walakin tfkit mno, rah kla jari.",morocco
hal3ar tellah,morocco
"ahlan, dwazt nhar khyab flkhdma.",morocco
ana mamsww9ch lra2y dyalk,morocco
mttaf9 m3ak,morocco
kayn tma lboton l7mar lkbir!,morocco
3ad chef dyali 3yyeT lia l biro dyalo bach igollia rah maghaytzadnich flkhlaS had l3am 7it charika makhddamach mzyan,morocco
ach kayn?,morocco
Mala 7ela metfhou wmamstou,tunisia
lfroo5 tiiit haze3 4 champions leage mchkom entom m5rajtouch min dawri el magmou3at likon 20 3am,tunisia
ddini lddar,morocco
akhir mra mara7abch bia mazyan,morocco
3ndo wednin kbar,morocco
chokran 7it jiti tchofni,morocco
ana anmchi lnadwa 3la lkhowf mn tayara.,morocco
lwe9t S3iba,morocco
hata hna f dzayer ma3andnach nafakh hada hata li thab tonfokh troh ltouns,tunisia
yekhy chkun ekely lebsa be rose mn tely,tunisia
hadchi kayTam2an,morocco
jab liyya kado,morocco
Manel khmaj,tunisia
kanDn ymkn lik tsta3mal droj ktar chwiya,morocco
Pfff mamstek,tunisia
ana mamt2kkedch,morocco
waaaaw sahria tayyara m3a hsine eddik kaddach metrobbi,tunisia
"alla, maddirhach!",morocco
lmoudir ttahowwa 3oDw!,morocco
wach knti ghir dayz men hna wla jiti khoSoSan bach tchoufni?,morocco
nsa 3lia hadchi,morocco
wach 8adchchi lik?,morocco
"o l pilot, machi nti7ari, kantmana",morocco
kan7ma9 3la l7afalat!,morocco
"ala bghiti lmo3awana dyali, hi 3lmni",morocco
ch7al f3mer khouk?,morocco
lah 3la ra7a,morocco
wach nta 3ma?,morocco
Tahan,tunisia
Bravo jalloul,tunisia
o hiya rah joz2 mn ta9afa l3ama dyal ga3 lmota3alimin,morocco
khasni nrad lbal bach manzidch bzaf,morocco
Maset chway walit ..,tunisia
kanfdel nb9a 7da lmsba7,morocco
wach kayna chta?,morocco
mttaf9 3la takhTiT,morocco
ttmrin sa8l bzzaf,morocco
i9dar ikon 3andak lwa9t bach tfakar fiha daba,morocco
Bravo  SAMIR,tunisia
ghadi njib lik lmakla dyalk,morocco
Tfoh,tunisia
3lach matjibch 9ar3a 7tta hia,morocco
sout 7lou,tunisia
kayn bzaf mn l9ada dyalna kay3aniw mn lghold o ro9 3la droj mosta3ara dyalna,morocco
MELLA TEFEHA,tunisia
wlh tofla yeser talentueuse ama juste m3dch thez ch3rk lteli 3ndk e santou3a,tunisia
hadchi khlito lik,morocco
khasni sarout khra,morocco
ghnaya trés touchante w allah ysam7ek w ydinlak y,tunisia
l9er3a 3amra,morocco
8owwa mouterjim,morocco
ni parce que tounsi ama mawloud w n3iche fi fransa meli ena touled w kol sif nji vacances fi tounes,tunisia
ghandir master,morocco
wach 3ziza 3lih lmdrasa?,morocco
wach 3amra?,morocco
ghdi ntwaSl m3ahom daba.,morocco
"la, la, makaynch lach",morocco
hadi sbbora,morocco
wach khrej lik l39el?,morocco
khda jeghma dyal atay,morocco
achmn Sef7a?,morocco
awwel ch8er,morocco
bghit njib m3aya lkika dyali ta8ia,morocco
l7alwa fikra zwina,morocco
Échksra welb7ar,tunisia
al kileb kileb wa aloosoudou asoudou,tunisia
kanchreb atay bezzaf,morocco
ghadi nlbas fostan ani9 7ta nwali n7as b7ala f7afla malakiya,morocco
wach safarti fsma mn 9bal,morocco
ghadi tjib lik kass dial lma.,morocco
masma3nekch jimla hhhhhhhhhhhh fthi7a hhh wehd tiftha7 ala yed wledo,tunisia
20 no9Ta,morocco
"b had lmonassaba, n7ello chi 9ri3a?",morocco
kidayer ljeww?,morocco
"ah, darouri.",morocco
Massset laset pifff,tunisia
wa ghbour 8ada,morocco
mn ba3d makmml i7rik fiddih,morocco
Rabi ywafguek,tunisia
ara lia l9alam,morocco
ma3rftch kifach nkhddmha,morocco
knt ghadi njib wladi mn lmdrasa,morocco
makan9drch n7bs tfkir f la glace,morocco
walakin knt m8tam kter bl2asi2ila lmrtabTa blwa3y,morocco
wach nta 8ada?,morocco
hada hoa l menu,morocco
sbah lkhir doctor,morocco
ui c vrai souttt mra 3awra,tunisia
nta insan mamzyanch,morocco
Malla tahhan w rkhis na3mbouh,tunisia
k7el o byeD?,morocco
ih maho bch tatrabaw m3ach tarchiw 7okam,tunisia
Meskina y tounes _x000D_ Temlat kan bechlayek,tunisia
kay3TeS bzzaf,morocco
bravo hhhhhhh,tunisia
khaSSek tchreb lma bezzaf,morocco
kant bikhir 7ta chaft ras dyalk,morocco
7it ktebt 14 lSf7a,morocco
lwer9a biDa,morocco
kankhdem nn8ar kaml,morocco
"lalla, kanDn bli indar l7ari9 yallah tfa daba",morocco
Samir echbik mouch motrobbi .t9os 3la les invités elklém. I7chim 3la rou7k,tunisia
had rrajl,morocco
rah jaw,morocco
#bravo #balty,tunisia
Ach bikom tafhine awlade lamine i5iiiiiiiiiiiiiiiiiiiiih,tunisia
Mamstou 3ed,tunisia
lfaracha 7achara Sghira,morocco
kimma glt,morocco
3achra dyal no9at lkhitab chafawi,morocco
chi 300 kilometre hakkak,morocco
matalan,morocco
3al 7it,tunisia
"la, makhasnach n3a9do l2omor bchi mawdo3",morocco
o 9errert nmchi bou7di bach nbe33ed 3la kolchi.,morocco
3afak gollia,morocco
fina8owwa lmaryou,morocco
ghadi nched l9nia!,morocco
"oh, ah",morocco
had jjellaba jatk was3a,morocco
3Asla,tunisia
Tab3an ghadi ila7Do nas bli rak makaynch,morocco
Mekeche metrobi,tunisia
njereb tilifoun - walakin makaynch rizo.,morocco
ah fhamt daba,morocco
Fannena b atam ma3na l kalima,tunisia
ghadi naghsal yadi daba!,morocco
Bravo rahmoni,tunisia
baaloush meytha7akch w salem mr normal tsamyouh comedien ty maset pour de bon normalment fema migalou w abdelli,tunisia
hadi fikra mzyana!,morocco
ada7ak osafi... walakin homa kaykhliwk tjib bach t9SSer ila bghiti,morocco
hadi ch7al men simana machefna b3Diyatna.,morocco
"na9dar nzid chi jghmat mn ba3d, mnin yjiw S7abi",morocco
kan9tara7 nmchiw kima hakka onb9aw m3a ba3dyatna,morocco
madert8ach bel3ani,morocco
mridhhh,tunisia
3ndk Tomobila ghzala.,morocco
chi bas makayn,morocco
mazyan n3raf bli lkhdma dyalna kat9addar,morocco
Masssset,tunisia
3sall lmoutourr :'( <3,tunisia
wa7ed l7aja ma3jbatnich,morocco
ma7lek arbia,tunisia
ewa imkn lih iji had llila o it3amel m3a REX!,morocco
ghadi tswa lmlayn,morocco
Chkon hal 9erd hatha,tunisia
Tfohhhhhhhhhhhhhhhh 3likkkk,tunisia
ch7al mn klma fchi f9ra Sghira?,morocco
mat3eTTelch 3la l 7iSSa,morocco
3afak wach 3ndk l7lib?,morocco
"awdi, ghadi ykon hada barmil t Da7k, kayna?",morocco
lippaT 9rib ykounou wajdin,morocco
mon numéro 00213776306726 viber,tunisia
chno kayn 3ndk f lmakla?,morocco
"Oh, yalah safi ... nta 3araf bli hadchi machi s7i7.",morocco
had sbah khasrat liya syara dyali,morocco
3ndo 3inin kbar w ke7lin,morocco
3ar wfthay7,tunisia
wach ghatr7el?,morocco
ghatkon S3iba l9aDia annak thDer mkalmi.,morocco
kayyakol bezzaf,morocco
Balfate ...,tunisia
J3ifer <3,tunisia
3ndk chi whda khra?,morocco
kay8Der b longli f lkhdma,morocco
8rrs chrjem,morocco
mtekki 3la lfotouy,morocco
khaSSa8 mkhedda,morocco
o makhsekch tchka!,morocco
hadchi aSli,morocco
Hhhhhhhhhhhhhhhh hayla,tunisia
"ah, rah 9drt nakol lghda",morocco
jabt chi a7jar zwina,morocco
ah mosi9i dyal jazz,morocco
MELA 7ALA,tunisia
khddmtina bach ndiro wahd lkhdma,morocco
"salam, kidayr?",morocco
kg2kk hhhhhhh,tunisia
ti dhaher moula 9anet nessma,tunisia
ghadi n7ebes l9mer,morocco
"layskher, ana m3ak",morocco
rak fl9r3a lkhamsa dyalk,morocco
"wakha, khod ra7tk",morocco
wach n9dar nakhad bira?,morocco
kofitir dyal albat m3a kofitir dyal tot albari.,morocco
Y'a massssssssssse5,tunisia
mnin t3arDat 3lia tar9iya,morocco
li kan9sad hwa rah makanch lkhata2 dyali...,morocco
wach kat7ess brask 7sen?,morocco
daz liyya SSalir,morocco
ya3la ne7s!,morocco
ghadi n8Dr m3a ra2is o nchof ach n9addo ndiro bach n7e99o,morocco
wach momkin twSef akhir 7olm dyalk?,morocco
imkan lik t7tafD biha lrassak,morocco
galiyya ndoz 3ndo,morocco
mamtwe993ach anaha TTi7 chta lioma,morocco
"kan3rfo, walakin kanb9aw ghadyin",morocco
dd8eb ghali,morocco
ah bta2kid,morocco
ba9i l7al!,morocco
wach kayna chi haja chaghlak?,morocco
dir fiyya wa7d lplizir,morocco
hadchi flftour?,morocco
"iwa jazira twila l syyda, o ghadi n9llb 3la Sasha o Daniel, mat7arkoch",morocco
men dima o nta hakka!,morocco
"walakin, ma7eddek hna, t9der tmchi tjib lia kass dial lma?",morocco
o ghadi nchT7o!,morocco
"3an Tari9 i3ada tadwir, o idrak lmo7iTaT o nl9aw maSadir jdida dyal Ta9a",morocco
remDan 9rib,morocco
yechbah l post malone,tunisia
"kantmena maytrach hadchi, wa illa maghadich n3rf ach andir",morocco
ra8 dayer lppiknik,morocco
sa9ettt yeeser,tunisia
de99a de99a,morocco
Wsa5 tounes,tunisia
mab9itch kan9emmer mazal,morocco
ghir chwiyya,morocco
makre8tch nsme3 rra2y dyalk,morocco
yalah nn9zo on7taflo b rrbe7 dyalna,morocco
khellini nkemmel,morocco
mbrouk 3lik tter9iyya,morocco
Malla mahezla 7sibkom rabi idaf3ou 3al ihoud i5it a3likom,tunisia
wach kat9sed anak kat3ani bach tn3as ola katn3es bzaf?,morocco
kanhder chwia bl anglais,morocco
Ma5yebha lvaza walh mchat sabet Saba,tunisia
lach jbti m3ak chjra l Tyyara?!,morocco
kalb w 7ayawen,tunisia
mcha kaySeyyed,morocco
ma7lak jafour,tunisia
"sm7lia, fhamt ghalat",morocco
kay3jbo yl3b m3a l klab,morocco
idan nta katakl ice cream 7ta fn3as dyalk?,morocco
hadchi mezian.,morocco
ma3ndouch ddrari,morocco
laajili voilà 3mal fl ihoud mt3 allemagne,tunisia
3ziz 3liyya nsme3 lik,morocco
hadi bnti,morocco
belikov son argument ne correspond pas a ce qu'on voit et ce que rÃ©sulte de ce connard qui cesse pas d'insulter la femme on dirait qu'il es mariÃ© d'un lÃ©zard ou cheppa ala sakhtou,tunisia
maymknch tkon kathder bSSe7.,morocco
w9ef 3la sba3 rjli8,morocco
"bghit nkhlih Sghir, ngolo chi 30 wahd",morocco
l3sel mzyan lik,morocco
3lach kan t9rirk kay8Dr?,morocco
bassam yo9tel betha7ek,tunisia
8owwa nfekh neffakha,morocco
achna8ia zlafa dyal chirashi?,morocco
"walakin ala kano lflous homa lmochkil, idan 3lach 3ndna 3cha mgadd fddar.",morocco
wach kat7ess bih?,morocco
g3od 8na,morocco
"3la kol7al,ana far7an nta lli wa7alt m3ah flmas3ad, omachi Souad.",morocco
"rah kayn fl PC dyali, likayn fl biro dyali",morocco
ma39eltch,morocco
i9dro ikono 3ndi achriTa fchi blasa,morocco
laa,morocco
n9adro ntlfo wla n3sfo 3la chi 39ba o nt2adaw,morocco
c vrais ma7lahem,tunisia
t3TTlt 3la lkhdma bsbab l iDrabat.,morocco
7it 8na ma3ndich ichara,morocco
fsser o 3erref lmaydan,morocco
wach katl3eb l basket?,morocco
rah mazyan ykono 3ndak chi tbasal bla l7am 3la kol 7al,morocco
makankhdemch lyoum,morocco
T3ayif lekleb mamsatha,tunisia
binmma toSl t temma,morocco
walakin mamno3 lbka f l7afla dyali,morocco
"ahya, rah 3id miladi",morocco
hathi clippet w hathi aghani 3 3 mech bottia w twarri nwarri chanson et video clip simples et classes bravo pour les acteurs zeda,tunisia
fin sme3ti 8adchchi?,morocco
"ah, rani fa8mak",morocco
samara fans likeeeee shmeta f nabara,tunisia
wach nta mkllekh?,morocco
bch7al ghTTl3 3lik lmchia l mirikan,morocco
ma3raftch ach kat9sad,morocco
lpiano chi 7aja kbira,morocco
Mala maseeeeeeeeet,tunisia
wach 3amrak drti l karaoke tanta?,morocco
mala mounefi9,tunisia
3yit,morocco
3ndo tomobil,morocco
"bzaf dyal lflos, wach makadanch",morocco
sellem 3la 2a2iltek,morocco
yeser  mathrouba fi rou77a yeser mra hethi,tunisia
hhhhhhhhhhh mch normal,tunisia
ghda imkan liya nsog bik lkhdma,morocco
momkin fhad l bar,morocco
clip w ghneya mo3abrin,tunisia
3afak matakhodch hadchi b tari9a ghalat.,morocco
kelb,tunisia
rw3a,tunisia
bsse7...,morocco
imkn n9adro ndiro kika dyal limon b lfraise?,morocco
Ya mo9ded nagis milgofa rak 3mlt il3ar,tunisia
3afak wakha tsedd chrjem m3ak,morocco
wach nl3bo korat richa wla tinis,morocco
ana mou3jab kbir b lki pop,morocco
daba njerr m3ak,morocco
tTomobilat ktar,morocco
ghaykono chi asatida khrin lli makayl3bouch lgolf,morocco
ra7mouni erhebi fi thaweb mouhami,tunisia
khasso chi 7wayj jdad,morocco
ghadi n3iyet l moDifa hnaya.,morocco
kandir 8adchchi,morocco
ttgal lia nkteb wahd lma9al 3la ssyasa walakin ma3rftch mnin nbda,morocco
"wakha ala knti nta katsna3 jor3a si7riya, khasni ngol bila ghadi nkon m8tam bzaf njarbha",morocco
tooooooooooooooooooooooooooooooooooooooooooppppppppppppppppppppppppppppppp 1 mois et d ecoute,tunisia
kidayer m3a lkhdma?,morocco
"oh, ah, fhamt.",morocco
m3alem ja3four wahdou,tunisia
wach ta9dar Tlab chwiya dyal ananas blast grenadine imkn?,morocco
2ifri9ya 8iyya lmoust9bal,morocco
ana twledt f agadir,morocco
ta9riban kol simana lkhadma dyali,morocco
Bravo ja3four,tunisia
Bravo 3lih 9ad dawrou bikol confiance,tunisia
ya salam.,morocco
notre fierté hend,tunisia
rah 3id miladi machi gnaza,morocco
ghansafer l fransa,morocco
